timestamp,src_ip,dst_ip,src_port,dst_port,protocol,pkt_size,elephant
1695751835.4503427,10.0.0.5,10.0.0.3,5093,5060,17,381,1
1695751835.5262423,10.0.0.5,10.0.0.3,5093,5060,17,381,1
1695751835.614359,10.0.0.5,10.0.0.3,5093,5060,17,379,1
1695751835.6904132,10.0.0.5,10.0.0.3,5093,5060,17,381,1
1695751835.818334,10.0.0.5,10.0.0.3,5093,5060,17,381,1
1695751835.9264302,10.0.0.5,10.0.0.3,5093,5060,17,380,1
1695751836.0143287,10.0.0.5,10.0.0.3,5093,5060,17,593,1
1695751836.0904176,10.0.0.1,10.0.0.2,3478,39831,6,66,0
1695751836.1823916,10.0.0.2,10.0.0.5,8443,28242,6,66,0
1695751836.2703612,10.0.0.5,10.0.0.2,15758,1707,17,180,1
1695751836.330281,10.0.0.2,10.0.0.5,8443,28242,6,66,0
1695751836.3982875,10.0.0.5,10.0.0.2,15758,1707,17,116,1
1695751836.4702523,10.0.0.2,10.0.0.5,8443,28242,6,66,0
1695751836.5464604,10.0.0.2,10.0.0.5,8443,28242,6,66,0
1695751836.654226,10.0.0.5,10.0.0.4,2632,52492,6,66,0
1695751836.742235,10.0.0.5,10.0.0.4,2632,52492,6,66,0
1695751836.8502405,10.0.0.5,10.0.0.2,15758,1707,17,100,1
1695751836.9383965,10.0.0.5,10.0.0.4,2632,52492,6,66,0
1695751837.02632,10.0.0.5,10.0.0.2,15758,1707,17,180,1
1695751837.094313,10.0.0.2,10.0.0.5,8443,28242,6,66,0
1695751837.182333,10.0.0.2,10.0.0.4,40010,60497,17,221,1
1695751838.2503796,10.0.0.4,10.0.0.2,80,51184,6,1514,1
1695751838.3302505,10.0.0.3,10.0.0.2,10385,8053,6,58,0
1695751838.4223683,10.0.0.2,10.0.0.5,434,40762,6,66,0
1695751838.5102153,10.0.0.4,10.0.0.5,9320,443,6,54,0
1695751838.5904012,10.0.0.4,10.0.0.5,9320,443,6,54,0
1695751838.6622732,10.0.0.4,10.0.0.5,9320,443,6,54,0
1695751838.746493,10.0.0.5,10.0.0.3,122,6734,6,66,0
1695751838.8542957,10.0.0.5,10.0.0.3,122,6734,6,66,0
1695751838.9383938,10.0.0.5,10.0.0.3,122,6734,6,66,0
1695751839.006283,10.0.0.5,10.0.0.3,122,6734,6,66,0
1695751839.082392,10.0.0.5,10.0.0.3,122,6734,6,66,0
1695751839.1383753,10.0.0.5,10.0.0.3,122,6734,6,66,0
1695751839.230384,10.0.0.4,10.0.0.5,9320,443,6,54,0
1695751839.326203,10.0.0.1,10.0.0.2,8443,9417,6,66,0
1695751839.4221458,10.0.0.1,10.0.0.2,8443,9417,6,66,0
1695751839.5102708,10.0.0.5,10.0.0.1,40014,61855,17,186,1
1695751839.6101918,10.0.0.1,10.0.0.2,8443,9417,6,66,0
1695751839.6862388,10.0.0.5,10.0.0.1,40014,61855,17,324,1
1695751839.7543821,10.0.0.5,10.0.0.1,40014,61855,17,210,1
1695751839.8343387,10.0.0.1,10.0.0.2,8443,9417,6,66,0
1695751839.9221847,10.0.0.5,10.0.0.1,40014,61855,17,210,1
1695751840.0223525,10.0.0.5,10.0.0.4,1935,54027,6,54,1
1695751840.0942752,10.0.0.5,10.0.0.4,1935,54027,6,54,1
1695751840.182394,10.0.0.4,10.0.0.5,9320,443,6,54,0
1695751840.2622848,10.0.0.2,10.0.0.5,434,40762,6,66,0
1695751840.3543353,10.0.0.4,10.0.0.5,9320,443,6,54,0
1695751840.4463537,10.0.0.2,10.0.0.5,434,40762,6,66,0
1695751841.5023663,10.0.0.5,10.0.0.4,80,58043,6,1514,1
1695751842.594395,10.0.0.5,10.0.0.4,80,58043,6,1514,1
1695751842.6584451,10.0.0.3,10.0.0.2,20389,434,6,54,0
1695751843.7183864,10.0.0.5,10.0.0.4,80,58043,6,1514,1
1695751844.786348,10.0.0.5,10.0.0.4,80,58043,6,1514,1
1695751845.8622,10.0.0.5,10.0.0.4,80,58043,6,1514,1
1695751846.9463155,10.0.0.5,10.0.0.4,80,58043,6,1514,1
1695751847.026408,10.0.0.3,10.0.0.2,20389,434,6,54,0
1695751847.110339,10.0.0.5,10.0.0.4,5353,47081,6,66,0
1695751848.1584134,10.0.0.5,10.0.0.4,80,58043,6,1514,1
1695751848.2224572,10.0.0.5,10.0.0.4,1935,54027,6,54,1
1695751848.294414,10.0.0.5,10.0.0.4,5353,47081,6,66,0
1695751848.3584383,10.0.0.5,10.0.0.4,5353,47081,6,66,0
1695751848.434418,10.0.0.5,10.0.0.1,5353,13016,6,66,0
1695751848.5064425,10.0.0.5,10.0.0.4,5353,47081,6,66,0
1695751848.5983033,10.0.0.4,10.0.0.2,31196,80,6,54,0
1695751848.6983767,10.0.0.5,10.0.0.1,5353,13016,6,66,0
1695751848.7582433,10.0.0.4,10.0.0.2,31196,80,6,54,0
1695751848.8343875,10.0.0.5,10.0.0.1,5353,13016,6,66,0
1695751848.8943179,10.0.0.5,10.0.0.1,5353,13016,6,66,0
1695751848.974219,10.0.0.4,10.0.0.5,9320,443,6,54,0
1695751849.0702295,10.0.0.2,10.0.0.5,434,40762,6,66,0
1695751849.1423836,10.0.0.5,10.0.0.4,5353,47081,6,66,0
1695751849.22232,10.0.0.4,10.0.0.2,80,51184,6,1514,1
1695751849.2862966,10.0.0.5,10.0.0.4,1935,54027,6,54,1
1695751849.350381,10.0.0.5,10.0.0.1,40014,61855,17,223,1
1695751849.422309,10.0.0.2,10.0.0.5,5812,443,6,54,0
1695751850.4703853,10.0.0.2,10.0.0.4,443,49512,6,3750,1
1695751850.5303872,10.0.0.2,10.0.0.5,5812,443,6,54,0
1695751850.630421,10.0.0.2,10.0.0.5,5812,443,6,54,0
1695751850.7102232,10.0.0.2,10.0.0.5,5812,443,6,54,0
1695751850.774333,10.0.0.2,10.0.0.5,5812,443,6,54,0
1695751851.8584816,10.0.0.4,10.0.0.5,57480,80,6,82,1
1695751852.9227653,10.0.0.4,10.0.0.5,57480,80,6,74,1
1695751854.0143867,10.0.0.4,10.0.0.5,57480,80,6,74,1
1695751855.0742435,10.0.0.4,10.0.0.5,57480,80,6,74,1
1695751856.1346378,10.0.0.4,10.0.0.5,57480,80,6,66,1
1695751857.2146394,10.0.0.4,10.0.0.5,57480,80,6,66,1
1695751858.2985718,10.0.0.4,10.0.0.5,57480,80,6,66,1
1695751858.394446,10.0.0.5,10.0.0.1,49603,130,6,54,0
1695751858.4944036,10.0.0.1,10.0.0.2,8443,9258,6,66,0
1695751858.574246,10.0.0.1,10.0.0.2,8443,9258,6,66,0
1695751858.6542835,10.0.0.1,10.0.0.2,8443,9258,6,66,0
1695751858.718351,10.0.0.2,10.0.0.5,5812,443,6,54,0
1695751858.794357,10.0.0.1,10.0.0.2,8443,9258,6,66,0
1695751858.8503687,10.0.0.1,10.0.0.2,8443,9258,6,66,0
1695751858.9584494,10.0.0.3,10.0.0.2,59022,2332,6,216,0
1695751860.0461743,10.0.0.2,10.0.0.4,443,49512,6,2522,1
1695751860.118498,10.0.0.2,10.0.0.5,5812,443,6,54,0
