# TEST CONFIGURATION BEGIN
# FileStream(filename='flows.csv', target_idx=6, n_targets=1, cat_features=None)
# [M0] HoeffdingAdaptiveTreeClassifier(binary_split=True, bootstrap_sampling=True, grace_period=400, leaf_prediction='nba', max_byte_size=33554432, memory_estimate_period=1000000, nb_threshold=0, no_preprune=False, nominal_attributes=None, random_state=None, remove_poor_atts=False, split_confidence=1e-05, split_criterion='gini', stop_mem_management=False, tie_threshold=0.005)
# EvaluatePrequential(batch_size=1, data_points_for_classification=True, max_samples=100000, max_time=inf, metrics=['precision', 'recall', 'accuracy', 'kappa', 'data_points'], n_wait=200, output_file='log_CVFDT_training.csv', pretrain_size=500, restart_stream=True, show_plot=False)
# TEST CONFIGURATION END
id,mean_precision_[M0],current_precision_[M0],mean_recall_[M0],current_recall_[M0],mean_acc_[M0],current_acc_[M0],mean_kappa_[M0],current_kappa_[M0]
58999,0.386492,0.000000,0.932127,0.000000,0.994154,1.000000,0.543984,0.000000
59199,0.386492,0.000000,0.923767,0.000000,0.994140,0.990000,0.542523,0.000000
59399,0.386492,0.000000,0.923767,0.000000,0.994160,1.000000,0.542531,0.000000
59599,0.386492,0.000000,0.923767,0.000000,0.994179,1.000000,0.542540,0.000000
59799,0.386492,0.000000,0.923767,0.000000,0.994199,1.000000,0.542548,0.000000
59999,0.386492,0.000000,0.923767,0.000000,0.994218,1.000000,0.542556,0.000000
60199,0.386492,0.000000,0.923767,0.000000,0.994238,1.000000,0.542564,0.000000
60399,0.386492,0.000000,0.923767,0.000000,0.994257,1.000000,0.542572,0.000000
60599,0.386492,0.000000,0.923767,0.000000,0.994276,1.000000,0.542580,0.000000
60799,0.386492,0.000000,0.923767,0.000000,0.994295,1.000000,0.542588,0.000000
60999,0.386492,0.000000,0.923767,0.000000,0.994314,1.000000,0.542596,0.000000
61199,0.386492,0.000000,0.923767,0.000000,0.994333,1.000000,0.542604,0.000000
61399,0.386492,0.000000,0.923767,0.000000,0.994351,1.000000,0.542612,0.000000
61599,0.386492,0.000000,0.923767,0.000000,0.994370,1.000000,0.542620,0.000000
61799,0.386492,0.000000,0.923767,0.000000,0.994388,1.000000,0.542627,0.000000
61999,0.386492,0.000000,0.923767,0.000000,0.994407,1.000000,0.542635,0.000000
62199,0.386492,0.000000,0.923767,0.000000,0.994425,1.000000,0.542643,0.000000
62399,0.386492,0.000000,0.919643,0.000000,0.994426,0.995000,0.541919,0.000000
62599,0.386492,0.000000,0.919643,0.000000,0.994444,1.000000,0.541927,0.000000
62799,0.386492,0.000000,0.915556,0.000000,0.994446,0.995000,0.541205,0.000000
62999,0.386492,0.000000,0.911504,0.000000,0.994448,0.995000,0.540486,0.000000
63199,0.386492,0.000000,0.911504,0.000000,0.994466,1.000000,0.540493,0.000000
63399,0.386492,0.000000,0.907489,0.000000,0.994467,0.995000,0.539776,0.000000
63599,0.386492,0.000000,0.907489,0.000000,0.994485,1.000000,0.539783,0.000000
63799,0.386492,0.000000,0.907489,0.000000,0.994502,1.000000,0.539790,0.000000
63999,0.386492,0.000000,0.907489,0.000000,0.994520,1.000000,0.539798,0.000000
64199,0.386492,0.000000,0.907489,0.000000,0.994537,1.000000,0.539805,0.000000
64399,0.386492,0.000000,0.907489,0.000000,0.994554,1.000000,0.539812,0.000000
64599,0.386492,0.000000,0.907489,0.000000,0.994571,1.000000,0.539819,0.000000
64799,0.386492,0.000000,0.907489,0.000000,0.994588,1.000000,0.539827,0.000000
64999,0.386492,0.000000,0.907489,0.000000,0.994605,1.000000,0.539834,0.000000
65199,0.386492,0.000000,0.884120,0.000000,0.994529,0.970000,0.535531,0.000000
65399,0.386492,0.000000,0.884120,0.000000,0.994545,1.000000,0.535538,0.000000
65599,0.386492,0.000000,0.884120,0.000000,0.994562,1.000000,0.535546,0.000000
65799,0.386492,0.000000,0.884120,0.000000,0.994579,1.000000,0.535553,0.000000
65999,0.386492,0.000000,0.884120,0.000000,0.994595,1.000000,0.535560,0.000000
66199,0.386492,0.000000,0.884120,0.000000,0.994612,1.000000,0.535567,0.000000
66399,0.386492,0.000000,0.880342,0.000000,0.994613,0.995000,0.534862,0.000000
66599,0.386492,0.000000,0.880342,0.000000,0.994629,1.000000,0.534869,0.000000
66799,0.386492,0.000000,0.876596,0.000000,0.994630,0.995000,0.534167,0.000000
66999,0.386492,0.000000,0.876596,0.000000,0.994647,1.000000,0.534173,0.000000
67199,0.386492,0.000000,0.876596,0.000000,0.994663,1.000000,0.534180,0.000000
67399,0.386492,0.000000,0.876596,0.000000,0.994679,1.000000,0.534187,0.000000
67599,0.386492,0.000000,0.876596,0.000000,0.994694,1.000000,0.534194,0.000000
67799,0.386492,0.000000,0.876596,0.000000,0.994710,1.000000,0.534201,0.000000
67999,0.386492,0.000000,0.876596,0.000000,0.994726,1.000000,0.534207,0.000000
68199,0.386492,0.000000,0.876596,0.000000,0.994742,1.000000,0.534214,0.000000
68399,0.386492,0.000000,0.876596,0.000000,0.994757,1.000000,0.534221,0.000000
68599,0.386492,0.000000,0.876596,0.000000,0.994772,1.000000,0.534227,0.000000
68799,0.386492,0.000000,0.876596,0.000000,0.994788,1.000000,0.534234,0.000000
68999,0.386492,0.000000,0.876596,0.000000,0.994803,1.000000,0.534240,0.000000
69199,0.386492,0.000000,0.876596,0.000000,0.994818,1.000000,0.534247,0.000000
69399,0.386492,0.000000,0.876596,0.000000,0.994833,1.000000,0.534253,0.000000
69599,0.386492,0.000000,0.876596,0.000000,0.994848,1.000000,0.534260,0.000000
69799,0.386492,0.000000,0.876596,0.000000,0.994863,1.000000,0.534266,0.000000
69999,0.386492,0.000000,0.876596,0.000000,0.994878,1.000000,0.534273,0.000000
70199,0.386492,0.000000,0.876596,0.000000,0.994892,1.000000,0.534279,0.000000
70399,0.386492,0.000000,0.876596,0.000000,0.994907,1.000000,0.534285,0.000000
70599,0.386492,0.000000,0.876596,0.000000,0.994922,1.000000,0.534291,0.000000
70799,0.386492,0.000000,0.876596,0.000000,0.994936,1.000000,0.534298,0.000000
70999,0.386492,0.000000,0.876596,0.000000,0.994950,1.000000,0.534304,0.000000
71199,0.386492,0.000000,0.876596,0.000000,0.994965,1.000000,0.534310,0.000000
71399,0.386492,0.000000,0.876596,0.000000,0.994979,1.000000,0.534316,0.000000
71599,0.386492,0.000000,0.876596,0.000000,0.994993,1.000000,0.534322,0.000000
71799,0.386492,0.000000,0.876596,0.000000,0.995007,1.000000,0.534328,0.000000
71999,0.386492,0.000000,0.876596,0.000000,0.995021,1.000000,0.534334,0.000000
72199,0.386492,0.000000,0.876596,0.000000,0.995035,1.000000,0.534340,0.000000
72399,0.386492,0.000000,0.876596,0.000000,0.995049,1.000000,0.534346,0.000000
72599,0.386492,0.000000,0.872881,0.000000,0.995049,0.995000,0.533645,0.000000
72799,0.386492,0.000000,0.869198,0.000000,0.995048,0.995000,0.532945,0.000000
72999,0.386492,0.000000,0.869198,0.000000,0.995062,1.000000,0.532951,0.000000
73199,0.386492,0.000000,0.869198,0.000000,0.995076,1.000000,0.532957,0.000000
73399,0.386492,0.000000,0.869198,0.000000,0.995089,1.000000,0.532963,0.000000
73599,0.386492,0.000000,0.869198,0.000000,0.995103,1.000000,0.532969,0.000000
73799,0.386492,0.000000,0.865546,0.000000,0.995102,0.995000,0.532271,0.000000
73999,0.386492,0.000000,0.865546,0.000000,0.995116,1.000000,0.532277,0.000000
74199,0.386492,0.000000,0.861925,0.000000,0.995115,0.995000,0.531581,0.000000
74399,0.386492,0.000000,0.861925,0.000000,0.995129,1.000000,0.531587,0.000000
74599,0.386492,0.000000,0.861925,0.000000,0.995142,1.000000,0.531593,0.000000
74799,0.386492,0.000000,0.861925,0.000000,0.995155,1.000000,0.531598,0.000000
74999,0.386492,0.000000,0.861925,0.000000,0.995168,1.000000,0.531604,0.000000
75199,0.386492,0.000000,0.861925,0.000000,0.995181,1.000000,0.531609,0.000000
75399,0.386492,0.000000,0.861925,0.000000,0.995194,1.000000,0.531615,0.000000
75599,0.386492,0.000000,0.861925,0.000000,0.995206,1.000000,0.531621,0.000000
75799,0.386492,0.000000,0.861925,0.000000,0.995219,1.000000,0.531626,0.000000
75999,0.386492,0.000000,0.861925,0.000000,0.995232,1.000000,0.531631,0.000000
76199,0.386492,0.000000,0.861925,0.000000,0.995244,1.000000,0.531637,0.000000
76399,0.386492,0.000000,0.861925,0.000000,0.995257,1.000000,0.531642,0.000000
76599,0.386492,0.000000,0.858333,0.000000,0.995256,0.995000,0.530948,0.000000
76799,0.386492,0.000000,0.858333,0.000000,0.995269,1.000000,0.530954,0.000000
76999,0.386492,0.000000,0.858333,0.000000,0.995281,1.000000,0.530959,0.000000
77199,0.386492,0.000000,0.858333,0.000000,0.995293,1.000000,0.530964,0.000000
77399,0.386492,0.000000,0.854772,0.000000,0.995293,0.995000,0.530272,0.000000
77599,0.386492,0.000000,0.854772,0.000000,0.995305,1.000000,0.530278,0.000000
77799,0.386492,0.000000,0.854772,0.000000,0.995317,1.000000,0.530283,0.000000
77999,0.386492,0.000000,0.851240,0.000000,0.995316,0.995000,0.529592,0.000000
78199,0.386492,0.000000,0.851240,0.000000,0.995328,1.000000,0.529598,0.000000
78399,0.386492,0.000000,0.847737,0.000000,0.995327,0.995000,0.528909,0.000000
78599,0.386492,0.000000,0.847737,0.000000,0.995339,1.000000,0.528914,0.000000
78799,0.386492,0.000000,0.847737,0.000000,0.995351,1.000000,0.528920,0.000000
78999,0.386492,0.000000,0.847737,0.000000,0.995363,1.000000,0.528925,0.000000
79199,0.386492,0.000000,0.847737,0.000000,0.995375,1.000000,0.528930,0.000000
79399,0.386492,0.000000,0.847737,0.000000,0.995387,1.000000,0.528935,0.000000
79599,0.386492,0.000000,0.847737,0.000000,0.995398,1.000000,0.528940,0.000000
79799,0.386492,0.000000,0.847737,0.000000,0.995410,1.000000,0.528945,0.000000
79999,0.386492,0.000000,0.847737,0.000000,0.995421,1.000000,0.528950,0.000000
80199,0.386492,0.000000,0.847737,0.000000,0.995433,1.000000,0.528955,0.000000
80399,0.386492,0.000000,0.844262,0.000000,0.995432,0.995000,0.528268,0.000000
80599,0.386492,0.000000,0.844262,0.000000,0.995443,1.000000,0.528273,0.000000
80799,0.386492,0.000000,0.840816,0.000000,0.995442,0.995000,0.527588,0.000000
80999,0.386492,0.000000,0.840816,0.000000,0.995453,1.000000,0.527593,0.000000
81199,0.386492,0.000000,0.840816,0.000000,0.995465,1.000000,0.527598,0.000000
81399,0.386492,0.000000,0.840816,0.000000,0.995476,1.000000,0.527603,0.000000
81599,0.386492,0.000000,0.840816,0.000000,0.995487,1.000000,0.527608,0.000000
81799,0.386492,0.000000,0.840816,0.000000,0.995498,1.000000,0.527612,0.000000
81999,0.386492,0.000000,0.840816,0.000000,0.995509,1.000000,0.527617,0.000000
82199,0.386492,0.000000,0.840816,0.000000,0.995520,1.000000,0.527622,0.000000
82399,0.386492,0.000000,0.840816,0.000000,0.995531,1.000000,0.527627,0.000000
82599,0.386492,0.000000,0.840816,0.000000,0.995542,1.000000,0.527632,0.000000
82799,0.386492,0.000000,0.840816,0.000000,0.995553,1.000000,0.527636,0.000000
82999,0.386492,0.000000,0.830645,0.000000,0.995527,0.985000,0.525582,0.000000
83199,0.386492,0.000000,0.830645,0.000000,0.995538,1.000000,0.525587,0.000000
83399,0.386492,0.000000,0.824000,0.000000,0.995525,0.990000,0.524228,0.000000
83599,0.386492,0.000000,0.824000,0.000000,0.995535,1.000000,0.524233,0.000000
83799,0.386492,0.000000,0.820717,0.000000,0.995534,0.995000,0.523558,0.000000
83999,0.386492,0.000000,0.820717,0.000000,0.995545,1.000000,0.523563,0.000000
84199,0.386492,0.000000,0.820717,0.000000,0.995556,1.000000,0.523568,0.000000
84399,0.386492,0.000000,0.820717,0.000000,0.995566,1.000000,0.523572,0.000000
84599,0.386492,0.000000,0.820717,0.000000,0.995577,1.000000,0.523577,0.000000
84799,0.386492,0.000000,0.820717,0.000000,0.995587,1.000000,0.523581,0.000000
84999,0.386492,0.000000,0.820717,0.000000,0.995598,1.000000,0.523586,0.000000
85199,0.386492,0.000000,0.820717,0.000000,0.995608,1.000000,0.523591,0.000000
85399,0.386492,0.000000,0.820717,0.000000,0.995618,1.000000,0.523595,0.000000
85599,0.386492,0.000000,0.817460,0.000000,0.995617,0.995000,0.522922,0.000000
85799,0.386492,0.000000,0.817460,0.000000,0.995627,1.000000,0.522927,0.000000
85999,0.386492,0.000000,0.814229,0.000000,0.995626,0.995000,0.522256,0.000000
86199,0.386492,0.000000,0.814229,0.000000,0.995636,1.000000,0.522260,0.000000
86399,0.386492,0.000000,0.814229,0.000000,0.995646,1.000000,0.522265,0.000000
86599,0.386492,0.000000,0.814229,0.000000,0.995656,1.000000,0.522269,0.000000
86799,0.386492,0.000000,0.814229,0.000000,0.995666,1.000000,0.522274,0.000000
86999,0.386492,0.000000,0.814229,0.000000,0.995676,1.000000,0.522278,0.000000
87199,0.386492,0.000000,0.814229,0.000000,0.995686,1.000000,0.522282,0.000000
87399,0.386492,0.000000,0.814229,0.000000,0.995696,1.000000,0.522287,0.000000
87599,0.386492,0.000000,0.814229,0.000000,0.995706,1.000000,0.522291,0.000000
87799,0.386492,0.000000,0.814229,0.000000,0.995716,1.000000,0.522295,0.000000
87999,0.386492,0.000000,0.814229,0.000000,0.995726,1.000000,0.522300,0.000000
88199,0.386492,0.000000,0.814229,0.000000,0.995735,1.000000,0.522304,0.000000
88399,0.386492,0.000000,0.811024,0.000000,0.995734,0.995000,0.521635,0.000000
88599,0.386492,0.000000,0.807843,0.000000,0.995732,0.995000,0.520967,0.000000
88799,0.386492,0.000000,0.807843,0.000000,0.995742,1.000000,0.520971,0.000000
88999,0.386492,0.000000,0.804688,0.000000,0.995740,0.995000,0.520305,0.000000
89199,0.386492,0.000000,0.804688,0.000000,0.995750,1.000000,0.520309,0.000000
89399,0.386492,0.000000,0.804688,0.000000,0.995759,1.000000,0.520314,0.000000
89599,0.386492,0.000000,0.804688,0.000000,0.995769,1.000000,0.520318,0.000000
89799,0.386492,0.000000,0.795367,0.000000,0.995745,0.985000,0.518322,0.000000
89999,0.386492,0.000000,0.792308,0.000000,0.995743,0.995000,0.517662,0.000000
90199,0.386492,0.000000,0.792308,0.000000,0.995753,1.000000,0.517667,0.000000
90399,0.386492,0.000000,0.792308,0.000000,0.995762,1.000000,0.517671,0.000000
90599,0.386492,0.000000,0.792308,0.000000,0.995771,1.000000,0.517675,0.000000
90799,0.386492,0.000000,0.792308,0.000000,0.995781,1.000000,0.517679,0.000000
90999,0.386492,0.000000,0.792308,0.000000,0.995790,1.000000,0.517683,0.000000
91199,0.386492,0.000000,0.792308,0.000000,0.995799,1.000000,0.517687,0.000000
91399,0.386492,0.000000,0.789272,0.000000,0.995798,0.995000,0.517030,0.000000
91599,0.386492,0.000000,0.789272,0.000000,0.995807,1.000000,0.517034,0.000000
91799,0.386492,0.000000,0.789272,0.000000,0.995816,1.000000,0.517038,0.000000
91999,0.386492,0.000000,0.789272,0.000000,0.995825,1.000000,0.517042,0.000000
92199,0.386492,0.000000,0.789272,0.000000,0.995834,1.000000,0.517046,0.000000
92399,0.386492,0.000000,0.786260,0.000000,0.995832,0.995000,0.516390,0.000000
92599,0.386492,0.000000,0.786260,0.000000,0.995841,1.000000,0.516394,0.000000
92799,0.386492,0.000000,0.783270,0.000000,0.995840,0.995000,0.515740,0.000000
92999,0.386492,0.000000,0.783270,0.000000,0.995849,1.000000,0.515744,0.000000
93199,0.386492,0.000000,0.783270,0.000000,0.995858,1.000000,0.515748,0.000000
93399,0.386492,0.000000,0.783270,0.000000,0.995867,1.000000,0.515752,0.000000
93599,0.386492,0.000000,0.783270,0.000000,0.995875,1.000000,0.515756,0.000000
93799,0.386492,0.000000,0.783270,0.000000,0.995884,1.000000,0.515760,0.000000
93999,0.386492,0.000000,0.783270,0.000000,0.995893,1.000000,0.515764,0.000000
94199,0.386492,0.000000,0.783270,0.000000,0.995902,1.000000,0.515768,0.000000
94399,0.386492,0.000000,0.783270,0.000000,0.995911,1.000000,0.515772,0.000000
94599,0.386492,0.000000,0.783270,0.000000,0.995919,1.000000,0.515776,0.000000
94799,0.386492,0.000000,0.783270,0.000000,0.995928,1.000000,0.515779,0.000000
94999,0.386492,0.000000,0.783270,0.000000,0.995937,1.000000,0.515783,0.000000
95199,0.386492,0.000000,0.780303,0.000000,0.995935,0.995000,0.515131,0.000000
95399,0.386492,0.000000,0.780303,0.000000,0.995943,1.000000,0.515134,0.000000
95599,0.386492,0.000000,0.780303,0.000000,0.995952,1.000000,0.515138,0.000000
95799,0.386492,0.000000,0.780303,0.000000,0.995960,1.000000,0.515142,0.000000
95999,0.386492,0.000000,0.780303,0.000000,0.995969,1.000000,0.515146,0.000000
96199,0.386492,0.000000,0.777358,0.000000,0.995967,0.995000,0.514495,0.000000
96399,0.386492,0.000000,0.777358,0.000000,0.995975,1.000000,0.514499,0.000000
96599,0.386492,0.000000,0.777358,0.000000,0.995983,1.000000,0.514502,0.000000
96799,0.386492,0.000000,0.774436,0.000000,0.995981,0.995000,0.513853,0.000000
96999,0.386492,0.000000,0.774436,0.000000,0.995990,1.000000,0.513857,0.000000
97199,0.386492,0.000000,0.774436,0.000000,0.995998,1.000000,0.513860,0.000000
97399,0.386492,0.000000,0.774436,0.000000,0.996006,1.000000,0.513864,0.000000
97599,0.386492,0.000000,0.774436,0.000000,0.996014,1.000000,0.513868,0.000000
97799,0.386492,0.000000,0.771536,0.000000,0.996012,0.995000,0.513220,0.000000
97999,0.386492,0.000000,0.771536,0.000000,0.996021,1.000000,0.513224,0.000000
98199,0.386492,0.000000,0.771536,0.000000,0.996029,1.000000,0.513227,0.000000
98399,0.386492,0.000000,0.771536,0.000000,0.996037,1.000000,0.513231,0.000000
98599,0.386492,0.000000,0.771536,0.000000,0.996045,1.000000,0.513235,0.000000
98799,0.386492,0.000000,0.771536,0.000000,0.996053,1.000000,0.513238,0.000000
98999,0.386492,0.000000,0.771536,0.000000,0.996061,1.000000,0.513242,0.000000
99199,0.386492,0.000000,0.771536,0.000000,0.996069,1.000000,0.513245,0.000000
99399,0.386492,0.000000,0.768657,0.000000,0.996067,0.995000,0.512599,0.000000
99599,0.386492,0.000000,0.768657,0.000000,0.996075,1.000000,0.512603,0.000000
99799,0.386492,0.000000,0.765799,0.000000,0.996073,0.995000,0.511958,0.000000
99999,0.386492,0.000000,0.765799,0.000000,0.996080,1.000000,0.511962,0.000000
